Id,Question,Student_Answer
159.1009.987-32,14,C
159.1009.987-32,15,C
159.1009.987-32,16,A
159.1009.987-32,17,A
159.1009.987-32,18,C
159.1009.987-32,19,B
159.1009.987-32,20,A
159.1009.987-32,21,C
159.1009.987-32,22,C
159.1009.987-32,23,C
159.1009.987-32,24,A
159.1009.987-32,25,C
159.1009.987-32,26,E
159.1009.987-32,27,A
159.1009.987-32,28,B
159.1009.987-32,29,A
159.1009.987-32,30,E
159.1009.987-32,31,A
159.1009.987-32,32,A
159.1009.987-32,33,A
159.1009.987-32,34,E
159.1009.987-32,35,A
159.1009.987-32,36,E
159.1009.987-32,37,D
159.1009.987-32,38,D
159.1009.987-32,39,D
159.1009.987-32,40,C
159.1009.987-32,41,B
159.1009.987-32,42,A
159.1009.987-32,43,E
159.1009.987-32,44,C
159.1009.987-32,45,A
159.1009.987-32,46,D
159.1009.987-32,47,A
159.1009.987-32,48,D
159.1009.987-32,49,B
159.1009.987-32,50,C
159.1009.987-32,51,E
159.1009.987-32,52,D
159.1009.987-32,53,A
159.1009.987-32,54,E
159.1009.987-32,55,E
159.1009.987-32,56,E
159.1009.987-32,57,A
159.1009.987-32,58,B
159.1009.987-32,59,E
159.1009.987-32,60,D
165.6107.711-08,1,E
165.6107.711-08,2,A
165.6107.711-08,3,B
165.6107.711-08,4,E
165.6107.711-08,5,B
165.6107.711-08,6,E
165.6107.711-08,7,A
165.6107.711-08,8,D
165.6107.711-08,9,E
165.6107.711-08,10,B
165.6107.711-08,11,B
165.6107.711-08,12,B
165.6107.711-08,13,B
165.6107.711-08,14,C
165.6107.711-08,15,A
165.6107.711-08,16,D
165.6107.711-08,17,E
165.6107.711-08,18,B
165.6107.711-08,19,B
165.6107.711-08,20,E
165.6107.711-08,21,B
165.6107.711-08,22,E
165.6107.711-08,23,B
165.6107.711-08,24,D
165.6107.711-08,25,D
165.6107.711-08,26,C
165.6107.711-08,27,C
165.6107.711-08,28,A
165.6107.711-08,29,C
165.6107.711-08,30,D
165.6107.711-08,31,D
165.6107.711-08,32,A
165.6107.711-08,33,E
165.6107.711-08,34,B
165.6107.711-08,35,E
165.6107.711-08,36,A
165.6107.711-08,37,D
165.6107.711-08,38,D
165.6107.711-08,39,D
165.6107.711-08,40,D
165.6107.711-08,41,C
165.6107.711-08,42,D
165.6107.711-08,43,B
165.6107.711-08,44,B
165.6107.711-08,45,C
165.6107.711-08,46,D
165.6107.711-08,47,C
165.6107.711-08,48,C
165.6107.711-08,49,E
165.6107.711-08,50,A
165.6107.711-08,51,E
165.6107.711-08,52,B
165.6107.711-08,53,D
165.6107.711-08,54,D
165.6107.711-08,55,C
165.6107.711-08,56,A
165.6107.711-08,57,B
165.6107.711-08,58,D
165.6107.711-08,59,D
165.6107.711-08,60,B
176.521.4107-68,1,C
176.521.4107-68,2,A
176.521.4107-68,3,D
176.521.4107-68,4,D
176.521.4107-68,5,E
176.521.4107-68,6,A
176.521.4107-68,7,C
176.521.4107-68,8,E
176.521.4107-68,9,A
176.521.4107-68,10,C
176.521.4107-68,11,D
176.521.4107-68,12,A
176.521.4107-68,13,C
176.521.4107-68,14,A
176.521.4107-68,15,E
176.521.4107-68,16,C
176.521.4107-68,17,A
176.521.4107-68,18,E
176.521.4107-68,19,E
176.521.4107-68,20,D
176.521.4107-68,21,C
176.521.4107-68,22,E
176.521.4107-68,23,A
176.521.4107-68,24,C
176.521.4107-68,25,C
176.521.4107-68,26,E
176.521.4107-68,27,D
176.521.4107-68,28,B
176.521.4107-68,29,D
176.521.4107-68,30,C
176.521.4107-68,31,B
176.521.4107-68,32,B
176.521.4107-68,33,D
176.521.4107-68,34,B
176.521.4107-68,35,E
176.521.4107-68,36,E
176.521.4107-68,37,D
176.521.4107-68,38,D
176.521.4107-68,39,B
176.521.4107-68,40,C
176.521.4107-68,41,E
176.521.4107-68,42,D
176.521.4107-68,43,B
176.521.4107-68,44,B
176.521.4107-68,45,A
176.521.4107-68,46,B
176.521.4107-68,47,C
176.521.4107-68,48,A
176.521.4107-68,49,E
176.521.4107-68,50,A
176.521.4107-68,51,B
176.521.4107-68,52,D
176.521.4107-68,53,A
176.521.4107-68,54,E
176.521.4107-68,55,E
176.521.4107-68,56,E
176.521.4107-68,57,E
176.521.4107-68,58,D
176.521.4107-68,59,E
176.521.4107-68,60,B
177.312.677-28,1,D
177.312.677-28,2,C
177.312.677-28,3,B
177.312.677-28,4,B
177.312.677-28,5,D
177.312.677-28,6,E
177.312.677-28,7,A
177.312.677-28,8,E
177.312.677-28,9,D
177.312.677-28,10,C
177.312.677-28,11,D
177.312.677-28,12,D
177.312.677-28,13,E
177.312.677-28,14,B
177.312.677-28,15,E
177.312.677-28,16,C
177.312.677-28,17,C
177.312.677-28,18,A
177.312.677-28,19,E
177.312.677-28,20,C
177.312.677-28,21,B
177.312.677-28,22,A
177.312.677-28,23,B
177.312.677-28,24,D
177.312.677-28,25,E
177.312.677-28,26,A
177.312.677-28,27,B
177.312.677-28,28,A
177.312.677-28,29,B
177.312.677-28,30,E
177.312.677-28,31,C
177.312.677-28,32,E
177.312.677-28,33,A
177.312.677-28,34,B
177.312.677-28,35,E
177.312.677-28,36,C
177.312.677-28,37,D
177.312.677-28,38,A
177.312.677-28,39,E
177.312.677-28,40,A
177.312.677-28,41,A
177.312.677-28,42,E
177.312.677-28,43,B
177.312.677-28,44,D
177.312.677-28,45,A
177.312.677-28,46,C
177.312.677-28,47,E
177.312.677-28,48,C
177.312.677-28,49,C
177.312.677-28,50,D
177.312.677-28,51,D
177.312.677-28,52,A
177.312.677-28,53,B
177.312.677-28,54,A
177.312.677-28,55,E
177.312.677-28,56,C
177.312.677-28,57,B
177.312.677-28,58,B
177.312.677-28,59,E
177.312.677-28,60,B
181.950.873-16,1,B
181.950.873-16,2,E
181.950.873-16,3,D
181.950.873-16,4,C
181.950.873-16,5,A
181.950.873-16,6,C
181.950.873-16,7,E
181.950.873-16,8,E
181.950.873-16,9,D
181.950.873-16,10,D
181.950.873-16,11,E
181.950.873-16,12,C
181.950.873-16,13,B
181.950.873-16,14,A
181.950.873-16,15,D
181.950.873-16,16,C
181.950.873-16,17,A
181.950.873-16,18,C
181.950.873-16,19,A
181.950.873-16,20,C
181.950.873-16,21,D
181.950.873-16,22,A
181.950.873-16,23,A
181.950.873-16,24,E
181.950.873-16,25,B
181.950.873-16,26,C
181.950.873-16,27,B
181.950.873-16,28,A
181.950.873-16,29,C
181.950.873-16,30,C
181.950.873-16,31,C
181.950.873-16,32,E
181.950.873-16,33,C
181.950.873-16,34,D
181.950.873-16,35,C
181.950.873-16,36,B
181.950.873-16,37,E
181.950.873-16,38,A
181.950.873-16,39,B
181.950.873-16,40,B
181.950.873-16,41,D
181.950.873-16,42,D
181.950.873-16,43,A
181.950.873-16,44,E
181.950.873-16,45,D
181.950.873-16,46,E
181.950.873-16,47,B
181.950.873-16,48,D
181.950.873-16,49,D
181.950.873-16,50,C
181.950.873-16,51,C
181.950.873-16,52,A
181.950.873-16,53,C
181.950.873-16,54,E
181.950.873-16,55,E
181.950.873-16,56,E
181.950.873-16,57,A
181.950.873-16,58,D
181.950.873-16,59,D
181.950.873-16,60,B
190.7109.476-80,1,D
190.7109.476-80,2,D
190.7109.476-80,3,A
190.7109.476-80,4,C
190.7109.476-80,5,E
190.7109.476-80,6,A
190.7109.476-80,7,C
190.7109.476-80,8,A
190.7109.476-80,9,C
190.7109.476-80,10,E
190.7109.476-80,11,E
190.7109.476-80,12,C
190.7109.476-80,13,A
190.7109.476-80,14,D
190.7109.476-80,15,D
190.7109.476-80,16,D
190.7109.476-80,17,D
190.7109.476-80,18,E
190.7109.476-80,19,E
190.7109.476-80,20,B
190.7109.476-80,21,E
190.7109.476-80,22,A
190.7109.476-80,23,E
190.7109.476-80,24,A
190.7109.476-80,25,B
190.7109.476-80,26,C
190.7109.476-80,27,A
190.7109.476-80,28,E
190.7109.476-80,29,A
190.7109.476-80,30,A
190.7109.476-80,31,C
190.7109.476-80,32,C
190.7109.476-80,33,D
190.7109.476-80,34,B
190.7109.476-80,35,C
190.7109.476-80,36,B
190.7109.476-80,37,B
190.7109.476-80,38,B
190.7109.476-80,39,A
190.7109.476-80,40,E
190.7109.476-80,41,A
190.7109.476-80,42,A
190.7109.476-80,43,A
190.7109.476-80,44,B
190.7109.476-80,45,B
190.7109.476-80,46,E
190.7109.476-80,47,A
190.7109.476-80,48,E
190.7109.476-80,49,D
190.7109.476-80,50,D
190.7109.476-80,51,A
190.7109.476-80,52,E
190.7109.476-80,53,E
190.7109.476-80,54,A
190.7109.476-80,55,A
190.7109.476-80,56,B
190.7109.476-80,57,B
190.7109.476-80,58,A
190.7109.476-80,59,D
190.7109.476-80,60,B
196.010.796-100,1,C
196.010.796-100,2,D
196.010.796-100,3,C
196.010.796-100,4,E
196.010.796-100,5,E
196.010.796-100,6,C
196.010.796-100,7,D
196.010.796-100,8,B
196.010.796-100,9,A
196.010.796-100,10,C
196.010.796-100,11,C
196.010.796-100,12,B
196.010.796-100,13,D
196.010.796-100,14,A
196.010.796-100,15,D
196.010.796-100,16,A
196.010.796-100,17,C
196.010.796-100,18,D
196.010.796-100,19,E
196.010.796-100,20,A
196.010.796-100,21,D
196.010.796-100,22,D
196.010.796-100,23,D
196.010.796-100,24,E
196.010.796-100,25,D
196.010.796-100,26,C
196.010.796-100,27,A
196.010.796-100,28,D
196.010.796-100,29,D
196.010.796-100,30,A
196.010.796-100,31,E
196.010.796-100,32,C
196.010.796-100,33,A
196.010.796-100,34,C
196.010.796-100,35,E
196.010.796-100,36,D
196.010.796-100,37,B
196.010.796-100,38,D
196.010.796-100,39,E
196.010.796-100,40,E
196.010.796-100,41,B
196.010.796-100,42,C
196.010.796-100,43,D
196.010.796-100,44,C
196.010.796-100,45,B
196.010.796-100,46,D
196.010.796-100,47,D
196.010.796-100,48,B
196.010.796-100,49,E
196.010.796-100,50,B
196.010.796-100,51,B
196.010.796-100,52,D
196.010.796-100,53,A
196.010.796-100,54,E
196.010.796-100,55,C
196.010.796-100,56,E
196.010.796-100,57,E
196.010.796-100,58,A
196.010.796-100,59,D
196.010.796-100,60,A
2107.492.8105-22,1,A
2107.492.8105-22,2,B
2107.492.8105-22,3,E
2107.492.8105-22,4,B
2107.492.8105-22,5,C
2107.492.8105-22,6,D
2107.492.8105-22,7,E
2107.492.8105-22,8,D
2107.492.8105-22,9,C
2107.492.8105-22,10,B
2107.492.8105-22,11,D
2107.492.8105-22,12,C
2107.492.8105-22,13,D
2107.492.8105-22,14,A
2107.492.8105-22,15,D
2107.492.8105-22,16,D
2107.492.8105-22,17,E
2107.492.8105-22,18,E
2107.492.8105-22,19,C
2107.492.8105-22,20,E
2107.492.8105-22,21,E
2107.492.8105-22,22,B
2107.492.8105-22,23,C
2107.492.8105-22,24,E
2107.492.8105-22,25,A
2107.492.8105-22,26,B
2107.492.8105-22,27,B
2107.492.8105-22,28,B
2107.492.8105-22,29,C
2107.492.8105-22,30,A
2107.492.8105-22,31,A
2107.492.8105-22,32,E
2107.492.8105-22,33,E
2107.492.8105-22,34,B
2107.492.8105-22,35,A
2107.492.8105-22,36,C
2107.492.8105-22,37,B
2107.492.8105-22,38,B
2107.492.8105-22,39,B
2107.492.8105-22,40,D
2107.492.8105-22,41,B
2107.492.8105-22,42,B
2107.492.8105-22,43,A
2107.492.8105-22,44,E
2107.492.8105-22,45,A
2107.492.8105-22,46,E
2107.492.8105-22,47,E
2107.492.8105-22,48,A
2107.492.8105-22,49,A
2107.492.8105-22,50,B
2107.492.8105-22,51,D
2107.492.8105-22,52,E
2107.492.8105-22,53,E
2107.492.8105-22,54,B
2107.492.8105-22,55,D
2107.492.8105-22,56,C
2107.492.8105-22,57,E
2107.492.8105-22,58,E
2107.492.8105-22,59,B
2107.492.8105-22,60,B
223.473.799-75,1,E
223.473.799-75,2,A
223.473.799-75,3,A
223.473.799-75,4,E
223.473.799-75,5,A
223.473.799-75,6,B
223.473.799-75,7,B
223.473.799-75,8,D
223.473.799-75,9,B
223.473.799-75,10,A
223.473.799-75,11,D
223.473.799-75,12,D
223.473.799-75,13,C
223.473.799-75,14,A
223.473.799-75,15,D
223.473.799-75,16,E
223.473.799-75,17,B
223.473.799-75,18,D
223.473.799-75,19,B
223.473.799-75,20,D
223.473.799-75,21,E
223.473.799-75,22,E
223.473.799-75,23,C
223.473.799-75,24,C
223.473.799-75,25,C
223.473.799-75,26,A
223.473.799-75,27,D
223.473.799-75,28,E
223.473.799-75,29,A
223.473.799-75,30,B
223.473.799-75,31,A
223.473.799-75,32,D
223.473.799-75,33,B
223.473.799-75,34,B
223.473.799-75,35,E
223.473.799-75,36,B
223.473.799-75,37,D
223.473.799-75,38,B
223.473.799-75,39,D
223.473.799-75,40,C
223.473.799-75,41,D
223.473.799-75,42,B
223.473.799-75,43,B
223.473.799-75,44,B
223.473.799-75,45,D
223.473.799-75,46,A
223.473.799-75,47,C
223.473.799-75,48,B
223.473.799-75,49,D
223.473.799-75,50,C
223.473.799-75,51,D
223.473.799-75,52,A
223.473.799-75,53,A
223.473.799-75,54,A
223.473.799-75,55,B
223.473.799-75,56,E
223.473.799-75,57,C
223.473.799-75,58,A
223.473.799-75,59,C
223.473.799-75,60,A
225.1057.355-73,1,A
225.1057.355-73,2,A
225.1057.355-73,3,D
225.1057.355-73,4,A
225.1057.355-73,5,E
225.1057.355-73,6,A
225.1057.355-73,7,E
225.1057.355-73,8,A
225.1057.355-73,9,B
225.1057.355-73,10,E
225.1057.355-73,11,B
225.1057.355-73,12,D
225.1057.355-73,13,A
225.1057.355-73,14,D
225.1057.355-73,15,D
225.1057.355-73,16,B
225.1057.355-73,17,D
225.1057.355-73,18,C
225.1057.355-73,19,C
225.1057.355-73,20,B
225.1057.355-73,21,A
225.1057.355-73,22,B
225.1057.355-73,23,C
225.1057.355-73,24,B
225.1057.355-73,25,E
225.1057.355-73,26,E
225.1057.355-73,27,C
225.1057.355-73,28,E
225.1057.355-73,29,A
225.1057.355-73,30,A
225.1057.355-73,31,B
225.1057.355-73,32,C
225.1057.355-73,33,C
225.1057.355-73,34,A
225.1057.355-73,35,A
225.1057.355-73,36,B
225.1057.355-73,37,B
225.1057.355-73,38,B
225.1057.355-73,39,A
225.1057.355-73,40,B
225.1057.355-73,41,C
225.1057.355-73,42,B
225.1057.355-73,43,D
225.1057.355-73,44,A
225.1057.355-73,45,A
225.1057.355-73,46,A
225.1057.355-73,47,E
225.1057.355-73,48,A
225.1057.355-73,49,B
225.1057.355-73,50,C
225.1057.355-73,51,A
225.1057.355-73,52,E
225.1057.355-73,53,B
225.1057.355-73,54,E
225.1057.355-73,55,B
225.1057.355-73,56,B
225.1057.355-73,57,B
225.1057.355-73,58,E
225.1057.355-73,59,D
225.1057.355-73,60,A
234.160.287-09,1,A
234.160.287-09,2,A
234.160.287-09,3,D
234.160.287-09,4,D
234.160.287-09,5,A
234.160.287-09,6,E
234.160.287-09,7,E
234.160.287-09,8,B
234.160.287-09,9,C
234.160.287-09,10,D
234.160.287-09,11,B
234.160.287-09,12,D
234.160.287-09,13,B
234.160.287-09,14,B
234.160.287-09,15,E
234.160.287-09,16,B
234.160.287-09,17,D
234.160.287-09,18,C
234.160.287-09,19,D
234.160.287-09,20,A
234.160.287-09,21,E
234.160.287-09,22,E
234.160.287-09,23,B
234.160.287-09,24,C
234.160.287-09,25,C
234.160.287-09,26,E
234.160.287-09,27,D
234.160.287-09,28,B
234.160.287-09,29,E
234.160.287-09,30,B
234.160.287-09,31,C
234.160.287-09,32,A
234.160.287-09,33,C
234.160.287-09,34,D
234.160.287-09,35,E
234.160.287-09,36,D
234.160.287-09,37,A
234.160.287-09,38,A
234.160.287-09,39,D
234.160.287-09,40,C
234.160.287-09,41,B
234.160.287-09,42,A
234.160.287-09,43,A
234.160.287-09,44,D
234.160.287-09,45,D
234.160.287-09,46,E
234.160.287-09,47,E
234.160.287-09,48,B
234.160.287-09,49,B
234.160.287-09,50,A
234.160.287-09,51,A
234.160.287-09,52,A
234.160.287-09,53,D
234.160.287-09,54,A
234.160.287-09,55,A
234.160.287-09,56,B
234.160.287-09,57,D
234.160.287-09,58,E
234.160.287-09,59,D
234.160.287-09,60,E
245.6310.333-53,1,D
245.6310.333-53,2,B
245.6310.333-53,3,B
245.6310.333-53,4,A
245.6310.333-53,5,D
245.6310.333-53,6,B
245.6310.333-53,7,A
245.6310.333-53,8,B
245.6310.333-53,9,B
245.6310.333-53,10,B
245.6310.333-53,11,A
245.6310.333-53,12,A
245.6310.333-53,13,C
245.6310.333-53,14,D
245.6310.333-53,15,E
245.6310.333-53,16,B
245.6310.333-53,17,E
245.6310.333-53,18,D
245.6310.333-53,19,E
245.6310.333-53,20,B
245.6310.333-53,21,B
245.6310.333-53,22,E
245.6310.333-53,23,D
245.6310.333-53,24,B
245.6310.333-53,25,C
245.6310.333-53,26,C
245.6310.333-53,27,C
245.6310.333-53,28,A
245.6310.333-53,29,D
245.6310.333-53,30,C
245.6310.333-53,31,D
245.6310.333-53,32,A
245.6310.333-53,33,D
245.6310.333-53,34,E
245.6310.333-53,35,B
245.6310.333-53,36,E
245.6310.333-53,37,E
245.6310.333-53,38,E
245.6310.333-53,39,E
245.6310.333-53,40,E
245.6310.333-53,41,B
245.6310.333-53,42,C
245.6310.333-53,43,A
245.6310.333-53,44,E
245.6310.333-53,45,B
245.6310.333-53,46,E
245.6310.333-53,47,C
245.6310.333-53,48,D
245.6310.333-53,49,E
245.6310.333-53,50,B
245.6310.333-53,51,C
245.6310.333-53,52,A
245.6310.333-53,53,C
245.6310.333-53,54,E
245.6310.333-53,55,D
245.6310.333-53,56,C
245.6310.333-53,57,D
245.6310.333-53,58,A
245.6310.333-53,59,E
245.6310.333-53,60,E
246.492.996-63,1,B
246.492.996-63,2,B
246.492.996-63,3,D
246.492.996-63,4,A
246.492.996-63,5,C
246.492.996-63,6,A
246.492.996-63,7,A
246.492.996-63,8,D
246.492.996-63,9,E
246.492.996-63,10,B
246.492.996-63,11,E
246.492.996-63,12,B
246.492.996-63,13,B
246.492.996-63,14,A
246.492.996-63,15,D
246.492.996-63,16,B
246.492.996-63,17,B
246.492.996-63,18,D
246.492.996-63,19,D
246.492.996-63,20,E
246.492.996-63,21,A
246.492.996-63,22,A
246.492.996-63,23,C
246.492.996-63,24,C
246.492.996-63,25,E
246.492.996-63,26,D
246.492.996-63,27,B
246.492.996-63,28,C
246.492.996-63,29,D
246.492.996-63,30,C
246.492.996-63,31,D
246.492.996-63,32,E
246.492.996-63,33,D
246.492.996-63,34,B
246.492.996-63,35,A
246.492.996-63,36,B
246.492.996-63,37,B
246.492.996-63,38,E
246.492.996-63,39,A
246.492.996-63,40,A
246.492.996-63,41,B
246.492.996-63,42,D
246.492.996-63,43,B
246.492.996-63,44,E
246.492.996-63,45,D
246.492.996-63,46,B
246.492.996-63,47,B
246.492.996-63,48,D
246.492.996-63,49,B
246.492.996-63,50,C
246.492.996-63,51,A
246.492.996-63,52,C
246.492.996-63,53,A
246.492.996-63,54,D
246.492.996-63,55,D
246.492.996-63,56,E
246.492.996-63,57,D
246.492.996-63,58,D
246.492.996-63,59,A
246.492.996-63,60,B
246.913.998-102,1,E
246.913.998-102,2,A
246.913.998-102,3,B
246.913.998-102,4,A
246.913.998-102,5,A
246.913.998-102,6,A
246.913.998-102,7,C
246.913.998-102,8,D
246.913.998-102,9,D
246.913.998-102,10,D
246.913.998-102,11,A
246.913.998-102,12,C
246.913.998-102,13,A
246.913.998-102,14,E
246.913.998-102,15,A
246.913.998-102,16,A
246.913.998-102,17,C
246.913.998-102,18,B
246.913.998-102,19,A
246.913.998-102,20,A
246.913.998-102,21,D
246.913.998-102,22,D
246.913.998-102,23,D
246.913.998-102,24,D
246.913.998-102,25,A
246.913.998-102,26,B
246.913.998-102,27,B
246.913.998-102,28,B
246.913.998-102,29,E
246.913.998-102,30,C
246.913.998-102,31,C
246.913.998-102,32,B
246.913.998-102,33,B
246.913.998-102,34,E
246.913.998-102,35,D
246.913.998-102,36,B
246.913.998-102,37,D
246.913.998-102,38,C
246.913.998-102,39,C
246.913.998-102,40,C
246.913.998-102,41,E
246.913.998-102,42,C
246.913.998-102,43,B
246.913.998-102,44,A
246.913.998-102,45,B
246.913.998-102,46,B
246.913.998-102,47,B
246.913.998-102,48,B
246.913.998-102,49,E
246.913.998-102,50,E
246.913.998-102,51,D
246.913.998-102,52,B
246.913.998-102,53,B
246.913.998-102,54,E
246.913.998-102,55,E
246.913.998-102,56,B
246.913.998-102,57,A
246.913.998-102,58,B
246.913.998-102,59,E
246.913.998-102,60,B
256.860.1057-23,1,D
256.860.1057-23,2,B
256.860.1057-23,3,C
256.860.1057-23,4,B
256.860.1057-23,5,D
256.860.1057-23,6,A
256.860.1057-23,7,E
256.860.1057-23,8,D
256.860.1057-23,9,C
256.860.1057-23,10,B
256.860.1057-23,11,E
256.860.1057-23,12,A
256.860.1057-23,13,A
256.860.1057-23,14,B
256.860.1057-23,15,A
256.860.1057-23,16,C
256.860.1057-23,17,A
256.860.1057-23,18,A
256.860.1057-23,19,A
256.860.1057-23,20,B
256.860.1057-23,21,A
256.860.1057-23,22,D
256.860.1057-23,23,D
256.860.1057-23,24,B
256.860.1057-23,25,E
256.860.1057-23,26,E
256.860.1057-23,27,B
256.860.1057-23,28,D
256.860.1057-23,29,D
256.860.1057-23,30,C
256.860.1057-23,31,E
256.860.1057-23,32,B
256.860.1057-23,33,A
256.860.1057-23,34,B
256.860.1057-23,35,E
256.860.1057-23,36,C
256.860.1057-23,37,A
256.860.1057-23,38,D
256.860.1057-23,39,B
256.860.1057-23,40,B
256.860.1057-23,41,C
256.860.1057-23,42,A
256.860.1057-23,43,E
256.860.1057-23,44,C
256.860.1057-23,45,B
256.860.1057-23,46,A
256.860.1057-23,47,A
256.860.1057-23,48,C
256.860.1057-23,49,A
256.860.1057-23,50,D
256.860.1057-23,51,C
256.860.1057-23,52,C
256.860.1057-23,53,E
256.860.1057-23,54,A
256.860.1057-23,55,B
256.860.1057-23,56,D
256.860.1057-23,57,E
256.860.1057-23,58,B
256.860.1057-23,59,A
256.860.1057-23,60,C
262.513.684-16,1,A
262.513.684-16,2,C
262.513.684-16,3,A
262.513.684-16,4,C
262.513.684-16,5,E
262.513.684-16,6,D
262.513.684-16,7,D
262.513.684-16,8,C
262.513.684-16,9,C
262.513.684-16,10,E
262.513.684-16,11,B
262.513.684-16,12,A
262.513.684-16,13,E
262.513.684-16,14,B
262.513.684-16,15,E
262.513.684-16,16,B
262.513.684-16,17,B
262.513.684-16,18,A
262.513.684-16,19,A
262.513.684-16,20,A
262.513.684-16,21,A
262.513.684-16,22,A
262.513.684-16,23,A
262.513.684-16,24,C
262.513.684-16,25,A
262.513.684-16,26,A
262.513.684-16,27,D
262.513.684-16,28,C
262.513.684-16,29,C
262.513.684-16,30,B
262.513.684-16,31,E
262.513.684-16,32,A
262.513.684-16,33,B
262.513.684-16,34,E
262.513.684-16,35,C
262.513.684-16,36,A
262.513.684-16,37,B
262.513.684-16,38,C
262.513.684-16,39,C
262.513.684-16,40,A
262.513.684-16,41,C
262.513.684-16,42,B
262.513.684-16,43,D
262.513.684-16,44,A
262.513.684-16,45,A
262.513.684-16,46,D
262.513.684-16,47,C
262.513.684-16,48,C
262.513.684-16,49,E
262.513.684-16,50,E
262.513.684-16,51,A
262.513.684-16,52,C
262.513.684-16,53,A
262.513.684-16,54,E
262.513.684-16,55,A
262.513.684-16,56,A
262.513.684-16,57,D
262.513.684-16,58,C
262.513.684-16,59,C
262.513.684-16,60,A
283.387.1001-67,1,D
283.387.1001-67,2,A
283.387.1001-67,3,B
283.387.1001-67,4,B
283.387.1001-67,5,A
283.387.1001-67,6,C
283.387.1001-67,7,C
283.387.1001-67,8,B
283.387.1001-67,9,C
283.387.1001-67,10,B
283.387.1001-67,11,B
283.387.1001-67,12,C
283.387.1001-67,13,A
283.387.1001-67,14,B
283.387.1001-67,15,D
283.387.1001-67,16,D
283.387.1001-67,17,B
283.387.1001-67,18,C
283.387.1001-67,19,D
283.387.1001-67,20,B
283.387.1001-67,21,D
283.387.1001-67,22,B
283.387.1001-67,23,D
283.387.1001-67,24,B
283.387.1001-67,25,C
283.387.1001-67,26,D
283.387.1001-67,27,A
283.387.1001-67,28,B
283.387.1001-67,29,C
283.387.1001-67,30,A
283.387.1001-67,31,B
283.387.1001-67,32,C
283.387.1001-67,33,D
283.387.1001-67,34,D
283.387.1001-67,35,E
283.387.1001-67,36,D
283.387.1001-67,37,A
283.387.1001-67,38,E
283.387.1001-67,39,B
283.387.1001-67,40,B
283.387.1001-67,41,A
283.387.1001-67,42,D
283.387.1001-67,43,D
283.387.1001-67,44,D
283.387.1001-67,45,A
283.387.1001-67,46,B
283.387.1001-67,47,E
283.387.1001-67,48,C
283.387.1001-67,49,B
283.387.1001-67,50,E
283.387.1001-67,51,E
283.387.1001-67,52,E
283.387.1001-67,53,C
283.387.1001-67,54,B
283.387.1001-67,55,B
283.387.1001-67,56,E
283.387.1001-67,57,B
283.387.1001-67,58,A
283.387.1001-67,59,E
283.387.1001-67,60,A
284.278.846-46,1,C
284.278.846-46,2,E
284.278.846-46,3,A
284.278.846-46,4,D
284.278.846-46,5,B
284.278.846-46,6,D
284.278.846-46,7,E
284.278.846-46,8,C
284.278.846-46,9,A
284.278.846-46,10,E
284.278.846-46,11,C
284.278.846-46,12,D
284.278.846-46,13,C
284.278.846-46,14,C
284.278.846-46,15,B
284.278.846-46,16,E
284.278.846-46,17,E
284.278.846-46,18,A
284.278.846-46,19,B
284.278.846-46,20,E
284.278.846-46,21,C
284.278.846-46,22,E
284.278.846-46,23,E
284.278.846-46,24,C
284.278.846-46,25,A
284.278.846-46,26,B
284.278.846-46,27,A
284.278.846-46,28,E
284.278.846-46,29,C
284.278.846-46,30,E
284.278.846-46,31,B
284.278.846-46,32,B
284.278.846-46,33,B
284.278.846-46,34,D
284.278.846-46,35,D
284.278.846-46,36,E
284.278.846-46,37,C
284.278.846-46,38,D
284.278.846-46,39,B
284.278.846-46,40,A
284.278.846-46,41,E
284.278.846-46,42,C
284.278.846-46,43,A
284.278.846-46,44,C
284.278.846-46,45,D
284.278.846-46,46,E
284.278.846-46,47,C
284.278.846-46,48,C
284.278.846-46,49,B
284.278.846-46,50,A
284.278.846-46,51,A
284.278.846-46,52,D
284.278.846-46,53,D
284.278.846-46,54,E
284.278.846-46,55,D
284.278.846-46,56,D
284.278.846-46,57,A
284.278.846-46,58,E
284.278.846-46,59,A
284.278.846-46,60,D
289.866.375-910,1,B
289.866.375-910,2,B
289.866.375-910,3,C
289.866.375-910,4,C
289.866.375-910,5,E
289.866.375-910,6,D
289.866.375-910,7,C
289.866.375-910,8,A
289.866.375-910,9,E
289.866.375-910,10,E
289.866.375-910,11,B
289.866.375-910,12,C
289.866.375-910,13,E
289.866.375-910,14,A
289.866.375-910,15,B
289.866.375-910,16,C
289.866.375-910,17,E
289.866.375-910,18,B
289.866.375-910,19,E
289.866.375-910,20,C
289.866.375-910,21,E
289.866.375-910,22,B
289.866.375-910,23,A
289.866.375-910,24,C
289.866.375-910,25,B
289.866.375-910,26,A
289.866.375-910,27,C
289.866.375-910,28,E
289.866.375-910,29,C
289.866.375-910,30,E
289.866.375-910,31,D
289.866.375-910,32,A
289.866.375-910,33,D
289.866.375-910,34,C
289.866.375-910,35,A
289.866.375-910,36,E
289.866.375-910,37,D
289.866.375-910,38,E
289.866.375-910,39,E
289.866.375-910,40,E
289.866.375-910,41,C
289.866.375-910,42,C
289.866.375-910,43,E
289.866.375-910,44,A
289.866.375-910,45,C
289.866.375-910,46,E
289.866.375-910,47,A
289.866.375-910,48,A
289.866.375-910,49,B
